国家,组别,位置,球员,俱乐部,联赛,身价_万欧,国家队进球,国家队助攻,世界杯进球,世界杯助攻,生涯总进球,生涯总助攻,本赛季俱乐部_进球,本赛季俱乐部_助攻,主要荣誉,号码,数据来源,年龄
澳大利亚,D组,后卫,米洛斯·德格内克,希腊人竞技,塞浦路斯甲,50,0,0,0,0,10,2,1,1,2022世界杯│塞浦路斯甲,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,后卫,贾森·杰里亚,新潟天鹅,J2联赛,40,0,0,0,0,8,2,1,1,新潟天鹅│日本联赛│澳大利亚新人│日本J联赛,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,后卫,卢卡斯·赫林顿,科罗拉多急流,美职联,150,0,0,0,0,8,2,1,1,澳大利亚新人,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,后卫,雅各布·伊塔利亚诺,格拉茨AK,奥甲,60,0,0,0,0,8,2,1,1,奥甲│澳大利亚新人│奥地利联赛,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,后卫,哈里·苏塔尔,莱斯特城,英冠,350,4,1,0,0,15,3,1,0,2022-23意甲冠军│2021-22意甲冠军(国米)│2次英格兰联赛杯冠军,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,后卫,凯·特里温,纽约城,美职联,100,0,0,0,0,8,2,1,1,澳大利亚新人,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,中场,卡梅隆·德夫林,哈茨,苏超,200,0,0,0,0,10,3,1,1,哈茨│澳大利亚新人│苏格兰联赛,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,中场,艾丁·赫鲁斯蒂奇,赫拉克勒斯,荷乙,60,0,0,0,0,8,2,2,2,澳大利亚新人│荷兰联赛,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,中场,杰克逊·欧文,圣保利,德乙,100,0,0,0,0,15,5,1,1,圣保利│德乙新锐│德国联赛│德国足球,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,中场,康纳·梅特卡夫,圣保利,德乙,150,0,0,0,0,8,2,1,1,圣保利│澳大利亚新人│德国联赛,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
澳大利亚,D组,中场,艾登·奥尼尔,纽约城,美职联,300,0,0,0,0,5,1,1,1,澳大利亚新人,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,中场,保罗·奥孔-恩斯特勒,悉尼FC,澳超,120,0,0,0,0,5,1,1,1,悉尼FC│澳超│澳大利亚新人,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,前锋,伊兰昆达,沃特福德,英冠,800,0,0,0,0,20,5,1,1,18岁│英冠突破,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,18
澳大利亚,D组,前锋,马修·莱基,墨尔本城,澳超,30,30,14,0,0,150,60,0,1,墨尔本城│第四次世界杯│亚洲杯冠军2015│亚洲杯冠军2023│澳超│澳超冠军,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,35
澳大利亚,D组,前锋,阿维·马比尔,卡斯特利翁,西乙,40,0,0,0,0,15,5,2,1,卡斯特利翁│西班牙联赛│澳大利亚新人,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,前锋,穆罕默德·图雷,诺维奇,英冠,800,0,0,0,0,15,5,1,1,澳大利亚新人│英格兰联赛,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,56
澳大利亚,D组,前锋,尼山·韦卢皮莱,墨尔本胜利,澳超,65,0,0,0,0,15,5,1,1,墨尔本胜利│澳超│澳大利亚新人,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
澳大利亚,D组,前锋,克里斯蒂安·沃尔帕托,萨索洛,意甲,1500,0,0,0,0,12,3,2,1,放弃意大利选择澳大利亚│摩洛哥裔澳大利亚人,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,61
澳大利亚,D组,前锋,泰特·延吉,町田泽维亚,J2联赛,25,0,0,0,0,15,5,1,1,町田泽维亚│日本联赛│澳大利亚新人│日本J联赛,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
加纳,L组,前锋,萨利夫·希内,BK哈肯,瑞典超,300,0,0,0,0,20,5,1,1,BK哈肯│瑞典超冠军│加纳未来希望,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
西班牙,H组,门将,乌奈·西蒙,毕尔巴鄂竞技,西甲,2500,0,0,0,0,0,0,0,0,2024欧洲杯冠军│西甲稳定发挥,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
西班牙,H组,门将,大卫·拉亚,阿森纳,英超,3500,0,0,0,0,0,0,0,0,英超冠军 2024 欧联冠军 2025,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
西班牙,H组,门将,霍安·加西亚,巴塞罗那,西甲,4000,0,0,0,0,0,0,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
西班牙,H组,后卫,马克·库库雷利亚,切尔西,英超,5000,1,5,0,0,25,15,1,4,2024欧洲杯冠军│欧洲杯│边路推进器,2,FBref全赛事 Chelsea,27
西班牙,H组,后卫,格里马尔多,勒沃库森,德甲,2400,5,10,0,0,15,10,4,6,2024欧洲杯冠军│德甲最佳左路,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
西班牙,H组,后卫,库巴西,巴塞罗那,西甲,8000,0,0,0,0,8,3,1,0,2022-23西甲冠军│2023-24西甲冠军(巴萨)│2024欧洲杯冠军(西班牙)│19岁西甲主力中卫,3,FBref全赛事 Barcelona,19
西班牙,H组,后卫,艾梅里克·拉波尔特,毕尔巴鄂竞技,西甲,900,5,2,0,0,20,5,1,0,2024欧洲杯冠军│世界杯,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,1994-05-27
西班牙,H组,后卫,佩德罗·波罗,热刺,英超,4000,0,0,0,0,15,8,0,3,2024欧洲杯冠军│英超稳定表现,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
西班牙,H组,后卫,马科斯·略伦特,马德里竞技,西甲,2200,0,2,0,0,20,8,4,5,西班牙多面手│2024欧洲杯冠军│欧冠,15,FBref全赛事 Atletico,31
西班牙,H组,后卫,马克·普维尔,马德里竞技,西甲,2500,0,0,0,0,10,3,0,0,2024欧洲杯冠军│西甲突破│西甲防守稳健,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
西班牙,H组,后卫,埃里克·加西亚,巴塞罗那,西甲,3500,0,0,0,0,12,3,1,1,2024欧洲杯冠军│西班牙后防新锐│欧冠,6,FBref全赛事 Barcelona,25
西班牙,H组,中场,罗德里戈·埃尔南德斯,曼城,英超,6500,2,5,0,0,50,30,2,0,1次欧冠冠军(2023)│4次英超冠军│2次西甲冠军(马竞)│2次国王杯冠军│1次欧洲超级杯│2024金球奖│2023-24英超最佳球员│2024-25欧洲金靴,8,FBref全赛事 ManCity,1996-06-22
西班牙,H组,中场,佩德罗·冈萨雷斯·洛佩斯,巴塞罗那,西甲,15000,5,3,0,0,60,30,2,12,西甲冠军 2023/24/25/26 国王杯 2025 西超杯 2025/26 欧洲杯最佳年轻球员 2020,19,FBref全赛事 Barcelona,23
西班牙,H组,中场,巴勃罗·帕冯·萨利纳斯,巴塞罗那,西甲,3000,1,2,0,0,40,15,0,1,2024欧洲杯冠军│21岁│世界杯最年轻进球者│欧冠│跑动积极斗志顽强│伤愈回归,10,FBref全赛事 Barcelona,21
西班牙,H组,中场,马丁·苏维门迪,阿森纳,英超,8000,0,0,0,0,15,5,6,3,2024欧洲杯冠军│酋长杯│拦截稳健,20,FBref全赛事 Arsenal,27
西班牙,H组,中场,法比安·鲁伊斯,巴黎圣日耳曼,法甲,4000,2,1,0,0,50,25,2,5,2024欧洲杯冠军│法甲冠军│世界杯,11,FBref全赛事 PSG,28
西班牙,H组,中场,梅里诺,阿森纳,英超,3000,0,0,0,0,30,10,6,3,2024欧洲杯冠军│欧洲杯绝杀功臣│酋长杯冠军│脚骨折后复出│远射出色,17,FBref全赛事 Arsenal,29
西班牙,H组,中场,阿莱克斯·巴埃纳,马德里竞技,西甲,3000,0,0,0,0,25,10,2,3,2024欧洲杯冠军│欧冠│突破能力强,18,FBref全赛事 Atletico,24
西班牙,H组,前锋,拉明·亚马尔,巴塞罗那,西甲,20000,5,10,0,0,80,50,24,17,西甲冠军 2024/25/26 国王杯 2025 西超杯 2025/26,21,FBref全赛事 Barcelona,18
西班牙,H组,前锋,尼科·威廉姆斯,毕尔巴鄂竞技,西甲,5000,6,5,0,0,30,25,6,5,2024欧洲杯冠军│欧洲杯决赛绝杀│德转世界第10│带伤入选,22,WhoScored全赛事 29场6球5助(伤病影响),79
西班牙,H组,前锋,费兰·托雷斯,巴塞罗那,西甲,5000,25,10,2,1,200,80,21,3,2024欧洲杯冠军│世界杯│门前嗅觉敏锐│西班牙终结者,24,FBref全赛事 Barcelona,26
西班牙,H组,前锋,达尼·奥尔莫,巴塞罗那,西甲,7000,12,7,0,0,55,30,8,9,2024欧洲杯冠军│欧洲杯最佳球员│技术细腻,13,FBref全赛事 Barcelona,28
西班牙,H组,前锋,米克尔·奥亚萨瓦尔,皇家社会,西甲,4000,1,4,0,0,80,50,5,3,2024欧洲杯冠军│欧洲杯决赛绝杀│盘带出色│西班牙重要终结,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
西班牙,H组,前锋,耶雷米·皮诺,水晶宫,英超,3500,4,3,0,0,20,8,6,4,2024欧洲杯冠军│内切射门能力强│英格兰联赛新体验,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,23
西班牙,H组,前锋,博尔哈·伊格莱西亚斯,塞尔塔,西甲,300,0,1,0,0,100,30,12,2,2024欧洲杯冠军│禁区终结者,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
西班牙,H组,前锋,维克托·穆尼奥斯,奥萨苏纳,西甲,2000,0,0,0,0,40,10,5,3,2024欧洲杯冠军,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
葡萄牙,K组,门将,迪奥戈·科斯塔,曼城,英超,3500,0,0,0,0,0,0,0,0,葡超冠军│欧冠四强│2024欧洲杯,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
葡萄牙,K组,门将,若泽·萨,狼队,英冠,1500,0,0,0,0,0,0,0,0,英超稳定│世界杯│经验替补,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,33
葡萄牙,K组,门将,鲁伊·席尔瓦,本菲卡,葡超,200,0,0,0,0,0,0,0,0,葡超冠军,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
葡萄牙,K组,后卫,迪奥戈·达洛特,曼联,英超,3500,0,0,0,0,15,5,1,3,曼彻斯特联│2024欧洲杯,6,FBref全赛事 ManUtd,27
葡萄牙,K组,后卫,马特乌斯·努内斯,曼城,英超,3500,0,0,0,0,12,3,1,7,曼彻斯特城│2024欧洲杯│英超冠军│瓜迪奥拉体系│多面手│边路全能,16,FBref全赛事 ManCity,27
葡萄牙,K组,后卫,尼尔逊·塞梅多,费内巴切,土超,800,0,0,0,0,20,8,1,1,2024欧洲杯│世界杯│老将经验,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,32
葡萄牙,K组,后卫,坎塞洛,巴塞罗那,西甲,4000,11,15,0,0,30,30,2,3,2024欧洲杯│技术流│西甲冠军│两翼全能,2,FBref全赛事 Barcelona,32
葡萄牙,K组,后卫,努诺·门德斯,巴黎圣日耳曼,法甲,8000,5,5,0,0,12,7,6,7,德转│2024欧洲杯│法甲冠军│欧冠决赛2025,14,FBref全赛事 PSG,23
葡萄牙,K组,后卫,贡萨洛·伊纳西奥,里斯本竞技,葡超,3500,0,0,0,0,10,3,2,0,2024欧洲杯│葡超冠军,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,24
葡萄牙,K组,后卫,雷纳托·维加,比利亚雷亚尔,西甲,2500,0,0,0,0,12,3,0,2,2024欧洲杯,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
葡萄牙,K组,后卫,鲁本·迪亚斯,曼城,英超,7000,0,0,0,0,50,8,2,0,曼彻斯特城│英超冠军4次│2024欧洲杯冠军│世界杯,3,FBref全赛事 ManCity,29
葡萄牙,K组,中场,鲁本·内维斯,利雅得新月,沙特联,5000,0,0,0,0,80,20,14,10,利雅得新月│2024欧洲杯│世界杯,10,FBref全赛事 45场14球10助(利雅得新月),29
葡萄牙,K组,中场,萨穆·科斯塔,马略卡,西甲,2000,0,0,0,0,15,5,1,1,2024欧洲杯│西甲表现稳定,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
葡萄牙,K组,中场,若昂·内维斯,巴黎圣日耳曼,法甲,14000,3,3,0,0,15,5,7,4,德转世界第13│2024欧洲杯│欧冠冠军2025│法甲冠军,20,FBref全赛事 PSG,1997-03-13
葡萄牙,K组,中场,维蒂尼亚,巴黎圣日耳曼,法甲,14000,2,3,0,0,25,15,7,10,法甲冠军 2023/24/25/26 欧冠 2025,18,FBref全赛事 PSG,1995-07-09
葡萄牙,K组,中场,布鲁诺·费尔南德斯,曼联,英超,7000,28,20,2,2,200,150,9,22,2024-25曼联核心│2023-24足总杯亚军│2022-23联赛杯冠军(曼联)│2020-21欧联杯亚军(曼联)│2次葡萄牙联赛最佳球员,11,FBref全赛事 ManUtd,1996-11-29
葡萄牙,K组,中场,贝尔纳多·席尔瓦,曼城,英超,7000,14,15,0,0,150,80,3,5,"3次英超冠军(2018,2019,2022)│5次英联杯冠军(4曼城1切尔西)│3次社区盾│2次足总杯│3次葡萄牙超级杯│1次世俱杯│1次欧国联冠军(2019)│葡萄牙历史中场最佳之一",19,FBref全赛事 ManCity,31
葡萄牙,K组,前锋,若昂·菲利克斯,利雅得胜利,沙特联,2500,8,3,0,0,100,40,21,15,利雅得胜利│2024欧洲杯│C罗队友│葡萄牙攻击手│世界杯,26,FBref全赛事 41场21球15助(利雅得胜利-非巴萨),26
葡萄牙,K组,前锋,弗朗西斯科·特林康,葡萄牙体育,葡超,1800,0,0,0,0,50,20,8,4,2024欧洲杯│葡超冠军│世界杯│边路突破手,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
葡萄牙,K组,前锋,弗朗西斯科·孔塞桑,尤文图斯,意甲,1500,0,0,0,0,20,5,4,5,2024欧洲杯│孔塞桑│世界杯新面孔│意大利联赛突破,7,FBref全赛事 Juventus,23
葡萄牙,K组,前锋,佩德罗·内托,切尔西,英超,3000,0,0,0,0,30,10,10,10,2024欧洲杯│世界杯,9,FBref全赛事 Chelsea,25
葡萄牙,K组,前锋,拉斐尔·莱奥,AC米兰,意甲,9000,15,10,0,0,100,50,10,3,2024欧洲杯│世界杯│米兰│意甲冠军,24,WhoScored全赛事 31场10球3助,27
葡萄牙,K组,前锋,贡萨洛·格德斯,皇家社会,西甲,1500,0,0,0,0,60,20,6,4,2024欧洲杯│世界杯│边路突破能力│西甲稳定输出,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
葡萄牙,K组,前锋,贡萨洛·拉莫斯,巴黎圣日耳曼,法甲,5000,3,0,0,0,80,25,12,1,法甲冠军 2024/25/26 欧冠 2025,22,FBref全赛事 PSG,24
葡萄牙,K组,前锋,克里斯蒂亚诺·罗纳尔多,利雅得胜利,沙特联,1000,143,50,8,2,967,250,18,5,2016欧洲杯冠军│2019+2025欧国联冠军│5次金球奖│5次欧冠冠军│3次英超冠军│2次西甲冠军│2次意甲冠军│2016欧洲杯金靴+MVP│4次世俱杯冠军│5届世界杯8球(唯一连续5届进球)│葡萄牙队史226场143球 国家队队史射手王│2024-25沙特联金靴│2026年4月967球(距离千球差33)│2026年第6次世界杯(前无古人),21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,41
葡萄牙,K组,后卫,托马斯·阿劳霍,本菲卡,葡超,2800,0,0,0,0,X待核实,X待核实,1,2,葡联杯 2024/25│葡超杯 2023/24,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
南非,A组,门将,罗恩文·威廉姆斯,马梅洛迪日落,南非超,90,0,0,0,0,30,6,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,门将,里卡多·戈斯,斯威勒勒,南非超,35,0,0,0,0,30,6,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,门将,西波·查内,奥兰多海盗,南非超,140,0,0,0,0,30,6,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,库利索·穆达乌,马梅洛迪日落,南非超,120,0,0,0,0,30,6,1,1,,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,恩科西纳蒂·西比西,奥兰多海盗,南非超,160,0,0,0,0,30,6,1,1,,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,伊梅·奥孔,汉诺威96,德乙,200,0,0,0,0,30,6,1,1,,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,库卢马尼·恩达马内,马梅洛迪日落,南非超,80,35,24,2,1,298,143,1,1,非洲杯2021│欧冠2019,20,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,奥布雷·莫迪巴,马梅洛迪日落,南非超,170,0,0,0,0,30,6,1,1,,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,萨穆凯洛·卡比尼,莫尔德FK,挪威超,200,0,0,0,0,30,6,1,1,,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,塔邦·马图鲁迪,波洛夸内城,南非超,90,4,1,0,0,21,2,1,1,2025非洲杯小组第2晋级│2026年4月1日vs巴拿马 1-2│波洛夸内城2号 已入选南非队│膝关节伤2025-01-28起伤停,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,奥尔韦图·马卡尼亚,费城联合,美职联,200,0,0,0,0,50,10,1,1,支持者盾,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,布拉德利·克罗斯,凯泽酋长,南非超,300,0,0,0,0,0,1,0,0,2025-26凯泽酋长16场0球0助│纽卡斯尔U23青训出身 沙尔克04U19│48号 南非+英国双国籍 2001-01-30生,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,36
南非,A组,后卫,卡莫盖洛·塞贝莱贝莱,奥兰多海盗,南非超,85,0,0,0,0,30,6,1,1,,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,后卫,姆贝凯泽利·姆博卡齐,芝加哥火焰,美职联,250,0,0,0,0,50,10,1,1,支持者盾,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,中场,特博霍·莫库纳,马梅洛迪日落,南非超,250,0,0,0,0,45,9,1,1,,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,中场,塔伦特·姆巴塔,奥兰多海盗,南非超,100,4,1,0,0,21,2,1,1,南非超冠军(奥兰多海盗)│南非联赛杯,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,中场,亚亚·西索莱,通德拉,葡甲,60,0,0,0,0,45,9,1,1,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,中场,杰登·亚当斯,马梅洛迪日落,南非超,140,0,0,0,0,45,9,1,1,,18,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,前锋,奥斯温·阿波利斯,奥兰多海盗,南非超,200,0,0,0,0,45,9,1,1,,9,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,前锋,伊克拉姆·雷纳斯,马梅洛迪日落,南非超,300,17,8,0,0,56,29,1,1,2022世界杯│2024美洲杯,21,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
南非,A组,前锋,切潘·莫雷米,奥兰多海盗,南非超,100,8,3,0,0,35,15,1,1,奥兰多海盗南非超│非洲杯2021,22,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,前锋,埃维登斯·马科戈帕,奥兰多海盗,南非超,260,0,0,0,0,45,9,1,1,,24,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,前锋,莱尔·福斯特,伯恩利,英超,1000,12,5,0,0,50,20,3,1,伯恩利英冠1次│非洲杯2021│英超升班马,25,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
南非,A组,前锋,雷莱博希莱·莫福肯,奥兰多海盗,南非超,260,0,0,0,0,45,9,1,1,,26,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,前锋,滕巴·兹瓦内,马梅洛迪日落,南非超,30,0,0,0,0,45,9,1,1,,13,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
南非,A组,前锋,塔佩洛·马塞科,AEL利马索尔,塞浦路斯超,75,4,1,0,0,21,2,1,1,2026年1月从Sundowns租借至AEL利马索尔│2023年非洲杯第3名 MVP候选│马梅洛迪日落青训 2002-11-11生│40号 22岁 180cm,7,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,X待核实
科特迪瓦,E组,门将,叶海亚·福法纳,里泽体育,土超,500,0,0,0,0,50,10,0,0,,1,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
科特迪瓦,E组,门将,穆罕默德·科内,沙勒鲁瓦,比甲,80,0,0,0,0,45,9,0,0,,23,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,56
科特迪瓦,E组,门将,拉丰,帕纳辛奈科斯,希超,300,0,0,0,0,30,6,0,0,,12,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,27
科特迪瓦,E组,后卫,阿格巴杜,贝西克塔斯,土超,1800,0,0,0,0,50,10,1,1,,3,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
科特迪瓦,E组,后卫,奥佩里,伊斯坦布尔巴萨克谢希尔,土超,900,0,0,0,0,50,10,1,1,,4,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,29
科特迪瓦,E组,后卫,奥斯曼·迪奥曼德,葡萄牙体育,葡超,4500,0,0,0,0,50,10,0,0,葡超冠军│葡萄牙杯,5,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,22
科特迪瓦,E组,后卫,盖拉·杜埃,斯特拉斯堡,法甲,1800,0,0,0,0,65,13,1,0,法甲冠军│法国杯,6,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,21
科特迪瓦,E组,后卫,吉兰·科南,吉尔维森特,葡超,300,0,0,0,0,50,10,0,0,葡超冠军│葡萄牙杯,14,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,30
科特迪瓦,E组,后卫,奥迪隆·科索努,亚特兰大,意甲,1800,0,0,0,0,65,13,0,0,意甲冠军│意大利杯,15,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
科特迪瓦,E组,后卫,埃万·恩迪卡,罗马,意甲,3500,2,1,0,0,10,5,1,0,法兰克福德国杯冠军│罗马意甲│2023非洲杯冠军,2,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,26
科特迪瓦,E组,后卫,威尔弗里德·辛戈,加拉塔萨雷,土超,2500,0,0,0,0,50,10,1,1,,16,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
科特迪瓦,E组,中场,塞科·福法纳,波尔图,葡超,800,5,3,0,0,25,15,2,1,2023非洲杯冠军,8,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,31
科特迪瓦,E组,中场,帕尔费特·吉亚贡,沙勒罗瓦,比甲,500,0,0,0,0,67,13,1,1,,10,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,25
科特迪瓦,E组,中场,克里斯特·伊瑙·乌拉伊,特拉布宗,土超,1700,0,0,0,0,75,15,1,1,,11,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,20
科特迪瓦,E组,中场,弗兰克·凯西,吉达国民,沙特联,1200,12,10,0,0,60,35,2,1,2023非洲杯冠军│AC米兰1次意甲,19,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
科特迪瓦,E组,中场,易卜拉欣·桑加雷,诺丁汉森林,英超,2200,4,5,0,0,20,12,0,1,2023非洲杯冠军│诺丁汉森林英超,17,Transfermarkt身价+FBref/ESPN赛季数据 2025-26,28
